client_id,portfolio_name,investment_goal,initial_investment,creation_date
4209,Long Term Growth,Income,4409011.26,2023-08-23
4209,Global Equity,Retirement,4393388.28,2018-09-06
6036,Long Term Growth,Income,2397807.43,2020-08-11
6036,Dividend Income,Wealth Creation,1086745.42,2021-10-28
6036,Emergency Fund,Income,4944938.75,2019-06-20
3361,Tax Saving,Education,4940883.69,2021-01-26
3361,Balanced Portfolio,Retirement,2833858.25,2023-05-14
3361,Education Fund,Retirement,992956.51,2025-03-12
3707,Retirement Portfolio,Income,761933.94,2019-10-06
3707,Retirement Portfolio,Retirement,4375653.96,2018-09-07
3707,Wealth Creation,Retirement,4214375.1,2024-09-13
4893,Retirement Portfolio,Capital Appreciation,4528119.38,2024-01-08
4893,Balanced Portfolio,Capital Appreciation,4216814.28,2023-07-11
4893,Long Term Growth,Retirement,2274589.42,2024-09-17
5359,Wealth Creation,Education,4589659.97,2019-06-27
5359,Emergency Fund,Capital Appreciation,574900.5,2026-04-20
4719,Global Equity,Wealth Creation,778655.51,2024-08-22
4719,Aggressive Growth,Tax Saving,3585292.85,2025-06-29
4719,Global Equity,Retirement,375401.05,2022-08-03
4719,Emergency Fund,Income,3492803.34,2025-02-05
5243,Long Term Growth,Income,4178999.65,2022-02-27
5045,Emergency Fund,Income,729560.33,2024-01-03
4248,Global Equity,Capital Appreciation,3848315.03,2019-06-23
4248,Aggressive Growth,Tax Saving,4474431.83,2018-08-19
4248,Retirement Portfolio,Wealth Creation,2819798.82,2022-07-24
4248,Aggressive Growth,Wealth Creation,4038048.84,2019-12-10
4644,Retirement Portfolio,Retirement,830104.54,2019-03-23
4644,Retirement Portfolio,Income,1841613.1,2022-01-04
4644,Long Term Growth,Education,1657287.23,2022-10-24
3520,Global Equity,Income,2087482.69,2022-10-15
3520,Aggressive Growth,Capital Appreciation,3001885.77,2026-05-04
3520,Aggressive Growth,Education,1158723.03,2018-10-20
3520,Retirement Portfolio,Capital Appreciation,4210043.24,2025-03-26
5307,Balanced Portfolio,Wealth Creation,2313247.84,2018-12-05
5307,Education Fund,Capital Appreciation,1002387.42,2018-09-26
5307,Balanced Portfolio,Retirement,3993823.84,2023-12-19
6214,Emergency Fund,Retirement,3658338.8,2021-08-08
6214,Retirement Portfolio,Retirement,2928141.46,2024-04-17
6214,Balanced Portfolio,Retirement,1019722.65,2020-03-23
5356,Wealth Creation,Capital Appreciation,4418521.45,2019-11-26
5356,Retirement Portfolio,Capital Appreciation,4433161.52,2022-01-31
5387,Retirement Portfolio,Income,944162.15,2022-09-24
5387,Balanced Portfolio,Wealth Creation,3172840.9,2020-05-12
5387,Long Term Growth,Retirement,3042164.64,2025-08-15
5387,Dividend Income,Income,3445606.51,2018-12-28
6555,Emergency Fund,Retirement,4572677.26,2021-10-12
6555,Tax Saving,Capital Appreciation,1694666.01,2022-01-20
3705,Balanced Portfolio,Capital Appreciation,1598252.99,2023-09-30
4367,Long Term Growth,Capital Appreciation,866757.68,2023-09-09
4367,Global Equity,Education,2269965.69,2022-08-22
4367,Tax Saving,Wealth Creation,2604888.06,2022-07-03
5824,Tax Saving,Capital Appreciation,2307182.07,2023-12-03
5824,Aggressive Growth,Capital Appreciation,1548497.91,2020-06-28
3402,Wealth Creation,Tax Saving,1359250.21,2024-06-15
3402,Balanced Portfolio,Capital Appreciation,112179.98,2023-10-03
3402,Dividend Income,Capital Appreciation,2418361.63,2020-07-15
2931,Balanced Portfolio,Tax Saving,3918614.82,2019-04-03
2931,Global Equity,Income,2526827.63,2022-06-20
4666,Education Fund,Capital Appreciation,3154386.17,2021-05-15
5673,Retirement Portfolio,Capital Appreciation,4819192.72,2019-06-10
4703,Wealth Creation,Capital Appreciation,4032931.34,2024-03-14
4703,Tax Saving,Capital Appreciation,1285118.68,2022-07-03
5376,Education Fund,Wealth Creation,1177339.72,2023-11-03
5376,Emergency Fund,Wealth Creation,2258878.73,2024-09-17
5376,Emergency Fund,Income,140406.97,2021-03-25
5376,Balanced Portfolio,Education,783792.15,2022-09-04
6323,Retirement Portfolio,Capital Appreciation,4582042.87,2022-05-31
6323,Education Fund,Capital Appreciation,4591520.82,2024-03-31
6323,Education Fund,Income,3824984.37,2022-12-22
6323,Global Equity,Education,1472994.24,2018-12-15
7169,Wealth Creation,Education,2307510.38,2021-04-02
4943,Long Term Growth,Income,881111.37,2019-07-06
6243,Emergency Fund,Tax Saving,4106206.41,2021-03-31
6763,Global Equity,Wealth Creation,2692623.25,2022-09-19
6763,Retirement Portfolio,Education,2021363.91,2021-01-01
6763,Balanced Portfolio,Tax Saving,408869.33,2025-02-09
6806,Global Equity,Retirement,1469371.01,2020-01-06
6806,Dividend Income,Income,4242429.18,2019-06-10
6806,Dividend Income,Tax Saving,1757344.5,2024-09-26
5255,Aggressive Growth,Education,3026596.09,2021-10-25
5255,Dividend Income,Tax Saving,514452.9,2020-06-15
5255,Balanced Portfolio,Wealth Creation,3679235.97,2025-12-25
5255,Long Term Growth,Retirement,2365448.23,2024-05-11
5075,Global Equity,Capital Appreciation,4071055.64,2019-01-24
3288,Long Term Growth,Income,4700703.55,2022-01-31
3288,Aggressive Growth,Education,3388524.36,2020-07-04
3288,Aggressive Growth,Capital Appreciation,3278137.26,2021-02-07
3703,Long Term Growth,Income,2461404.06,2024-06-05
6515,Wealth Creation,Capital Appreciation,3507627.43,2018-09-09
6515,Education Fund,Income,1091397.39,2023-11-12
4246,Long Term Growth,Income,2951008.7,2020-02-07
4246,Education Fund,Tax Saving,417970.61,2023-04-21
4246,Global Equity,Capital Appreciation,2165988.59,2023-04-28
4436,Tax Saving,Retirement,4970679.28,2026-01-14
4436,Retirement Portfolio,Retirement,4590731.15,2024-05-02
4483,Long Term Growth,Income,4524454.4,2021-09-03
5541,Emergency Fund,Income,4388937.52,2026-06-11
5052,Wealth Creation,Capital Appreciation,3526726.98,2019-10-05
5052,Balanced Portfolio,Retirement,770804.0,2025-03-14
3058,Wealth Creation,Income,623955.75,2021-07-15
4878,Wealth Creation,Tax Saving,778893.97,2023-12-30
4878,Balanced Portfolio,Wealth Creation,4464367.68,2022-04-19
4878,Dividend Income,Education,375068.51,2022-10-23
4878,Dividend Income,Income,556143.27,2018-11-18
7107,Emergency Fund,Wealth Creation,4276857.53,2024-09-01
7107,Balanced Portfolio,Income,3353005.57,2023-04-02
6386,Aggressive Growth,Capital Appreciation,2720167.27,2020-06-16
6386,Balanced Portfolio,Income,949998.08,2024-01-04
6386,Long Term Growth,Capital Appreciation,4541037.7,2019-11-19
6386,Tax Saving,Capital Appreciation,1836338.77,2022-04-11
4213,Retirement Portfolio,Retirement,1880423.77,2025-04-19
4876,Global Equity,Wealth Creation,2960348.08,2020-12-29
4876,Aggressive Growth,Tax Saving,714169.28,2023-02-02
6232,Balanced Portfolio,Income,3220631.26,2020-10-25
6462,Retirement Portfolio,Income,4703093.5,2019-12-16
6462,Dividend Income,Education,3147579.11,2019-11-21
3279,Emergency Fund,Income,3625017.12,2025-07-17
3279,Emergency Fund,Income,4029913.47,2024-09-26
3279,Dividend Income,Capital Appreciation,82044.73,2023-05-11
5197,Balanced Portfolio,Tax Saving,4385531.2,2020-03-24
5197,Education Fund,Wealth Creation,2825188.33,2022-08-03
5197,Education Fund,Income,1702107.8,2026-07-06
5135,Global Equity,Wealth Creation,463893.11,2019-01-03
5135,Tax Saving,Wealth Creation,2596831.4,2019-11-06
5135,Long Term Growth,Capital Appreciation,2741400.44,2024-10-24
5135,Dividend Income,Retirement,1821638.39,2022-02-17
5725,Balanced Portfolio,Retirement,1261498.03,2019-09-19
7159,Aggressive Growth,Tax Saving,3584029.77,2025-10-23
7159,Emergency Fund,Education,756647.87,2022-07-27
7159,Global Equity,Tax Saving,2623692.72,2024-01-12
7159,Retirement Portfolio,Capital Appreciation,2708816.88,2023-04-10
7270,Tax Saving,Retirement,3990896.5,2020-02-19
7270,Retirement Portfolio,Education,3618834.34,2022-09-26
7270,Aggressive Growth,Education,3003562.69,2019-09-09
7270,Global Equity,Wealth Creation,1690140.79,2024-06-07
7229,Long Term Growth,Wealth Creation,702978.83,2021-03-27
7229,Global Equity,Capital Appreciation,2421015.55,2025-09-24
7229,Balanced Portfolio,Wealth Creation,1637289.81,2026-03-15
7229,Balanced Portfolio,Wealth Creation,616837.86,2024-06-14
6149,Wealth Creation,Tax Saving,1569064.56,2020-12-04
6149,Dividend Income,Tax Saving,1221751.9,2023-01-06
6149,Long Term Growth,Wealth Creation,3268328.99,2023-06-03
6149,Education Fund,Capital Appreciation,4232468.24,2022-05-01
6668,Emergency Fund,Income,3578346.35,2020-12-31
6668,Emergency Fund,Wealth Creation,3190425.84,2020-11-23
6668,Dividend Income,Retirement,3390116.42,2021-05-18
5158,Education Fund,Retirement,141311.01,2019-08-20
5158,Long Term Growth,Capital Appreciation,2562934.25,2020-11-20
5158,Global Equity,Retirement,558115.16,2024-10-22
7386,Global Equity,Wealth Creation,124907.64,2023-01-08
7386,Global Equity,Retirement,1137167.77,2020-03-14
7386,Balanced Portfolio,Wealth Creation,1496302.92,2018-09-09
3286,Emergency Fund,Capital Appreciation,1946994.92,2020-11-19
3286,Dividend Income,Wealth Creation,4542891.71,2024-03-01
3286,Global Equity,Tax Saving,2996875.57,2026-06-20
3286,Global Equity,Tax Saving,2361585.13,2019-12-24
7571,Emergency Fund,Capital Appreciation,3508002.21,2021-10-07
7571,Retirement Portfolio,Tax Saving,2908407.25,2022-03-08
7571,Aggressive Growth,Wealth Creation,2372781.35,2021-08-04
4723,Emergency Fund,Education,4976481.28,2026-03-23
4723,Retirement Portfolio,Wealth Creation,1523131.05,2024-11-06
4723,Retirement Portfolio,Education,4724076.79,2026-06-28
6582,Wealth Creation,Tax Saving,3279649.89,2024-11-07
6582,Dividend Income,Capital Appreciation,4908143.93,2019-10-12
6582,Wealth Creation,Retirement,4452333.1,2021-10-05
4615,Education Fund,Education,2949360.35,2025-10-15
4000,Retirement Portfolio,Retirement,768231.03,2025-11-18
4000,Emergency Fund,Retirement,2577982.33,2025-07-28
4000,Retirement Portfolio,Education,126390.49,2023-06-02
4573,Global Equity,Capital Appreciation,2186053.01,2024-12-05
4573,Education Fund,Income,4167947.59,2020-08-09
4573,Dividend Income,Income,637713.98,2025-11-21
4428,Emergency Fund,Retirement,1610440.3,2023-11-02
4428,Emergency Fund,Education,3461240.34,2022-01-03
4428,Aggressive Growth,Wealth Creation,3107214.04,2022-06-29
3117,Long Term Growth,Retirement,2132493.54,2022-02-02
3117,Aggressive Growth,Education,4722775.45,2023-08-04
3117,Balanced Portfolio,Tax Saving,2474846.59,2024-12-11
3117,Global Equity,Education,1949658.26,2023-07-27
7638,Education Fund,Income,4705368.14,2019-07-17
3382,Emergency Fund,Tax Saving,4890917.89,2018-10-29
3382,Retirement Portfolio,Wealth Creation,1881553.25,2026-01-23
3382,Global Equity,Capital Appreciation,1801173.16,2019-07-05
4620,Dividend Income,Wealth Creation,1658213.04,2023-06-29
4620,Global Equity,Wealth Creation,356641.16,2024-09-10
4620,Balanced Portfolio,Retirement,4799285.81,2022-05-25
3115,Emergency Fund,Wealth Creation,3589995.45,2021-03-02
3693,Education Fund,Tax Saving,1366500.81,2019-10-26
3693,Long Term Growth,Education,4597344.66,2019-09-04
3693,Wealth Creation,Wealth Creation,428924.91,2018-12-24
5095,Aggressive Growth,Tax Saving,4056648.17,2023-07-17
5041,Balanced Portfolio,Education,3955572.34,2019-09-17
5041,Long Term Growth,Tax Saving,2400795.21,2019-03-23
5041,Emergency Fund,Income,4129583.72,2021-05-31
3884,Retirement Portfolio,Education,573109.55,2019-08-18
3884,Long Term Growth,Tax Saving,3274230.58,2024-11-07
3884,Aggressive Growth,Wealth Creation,3187012.11,2022-10-05
5317,Wealth Creation,Education,3378272.9,2023-04-02
4803,Wealth Creation,Education,2197854.06,2022-12-21
4803,Tax Saving,Education,1671414.56,2019-03-24
3537,Retirement Portfolio,Wealth Creation,4571708.85,2024-10-06
3299,Retirement Portfolio,Capital Appreciation,1287850.26,2024-09-14
3299,Dividend Income,Capital Appreciation,2898956.49,2021-02-08
3299,Tax Saving,Tax Saving,3970367.23,2026-01-12
3511,Global Equity,Wealth Creation,599619.39,2023-10-09
3511,Retirement Portfolio,Wealth Creation,2068954.98,2021-09-17
6159,Emergency Fund,Wealth Creation,1910982.38,2024-10-12
5425,Global Equity,Income,2774905.07,2025-03-23
5425,Global Equity,Retirement,1567262.59,2019-12-06
5832,Education Fund,Retirement,293495.87,2022-01-12
5832,Dividend Income,Education,4797789.39,2026-02-12
3054,Dividend Income,Wealth Creation,3838475.43,2024-11-07
3054,Wealth Creation,Education,2307466.72,2018-12-23
5087,Tax Saving,Education,4759359.43,2022-09-11
5087,Global Equity,Wealth Creation,556950.3,2020-07-25
5087,Long Term Growth,Retirement,2379845.61,2018-09-09
5087,Dividend Income,Tax Saving,1808631.01,2021-08-08
7572,Balanced Portfolio,Tax Saving,3885640.01,2022-10-19
7495,Tax Saving,Education,676968.1,2025-06-01
7495,Aggressive Growth,Wealth Creation,4998448.77,2021-10-29
4515,Retirement Portfolio,Retirement,1595425.47,2021-03-29
4515,Global Equity,Retirement,4604881.87,2022-07-16
6507,Long Term Growth,Income,2303872.83,2024-04-04
6652,Retirement Portfolio,Tax Saving,925450.87,2026-04-09
6652,Wealth Creation,Education,3314717.89,2024-03-23
6652,Dividend Income,Tax Saving,1092932.23,2025-07-06
3082,Wealth Creation,Income,1879752.4,2022-09-06
3082,Global Equity,Capital Appreciation,2232573.05,2021-03-08
3082,Dividend Income,Education,356080.42,2018-10-30
3564,Wealth Creation,Retirement,1184495.83,2025-02-24
3564,Education Fund,Tax Saving,4658822.97,2026-04-03
3564,Global Equity,Income,3821017.96,2020-05-01
3160,Balanced Portfolio,Wealth Creation,2118256.26,2021-09-19
3160,Long Term Growth,Retirement,4117592.67,2026-01-20
3160,Tax Saving,Education,1264427.43,2026-03-12
3160,Long Term Growth,Capital Appreciation,3174672.01,2020-07-03
5434,Education Fund,Education,504570.59,2020-08-06
5076,Balanced Portfolio,Retirement,1103878.35,2023-01-04
5616,Balanced Portfolio,Capital Appreciation,1703553.01,2025-03-08
5616,Aggressive Growth,Tax Saving,2669653.44,2021-04-27
6976,Balanced Portfolio,Capital Appreciation,2134481.95,2019-10-23
6976,Tax Saving,Capital Appreciation,3678859.08,2022-11-12
3389,Wealth Creation,Retirement,4689502.02,2019-10-28
6768,Aggressive Growth,Education,2514531.72,2019-02-28
6779,Education Fund,Education,1761350.64,2021-12-21
6779,Wealth Creation,Wealth Creation,2208501.64,2021-01-29
6779,Wealth Creation,Education,2546242.62,2023-11-09
3343,Long Term Growth,Retirement,2356413.37,2024-04-05
3343,Global Equity,Tax Saving,2894743.52,2024-04-14
3343,Balanced Portfolio,Capital Appreciation,465431.32,2026-02-02
6064,Long Term Growth,Wealth Creation,1821378.38,2019-05-31
6064,Retirement Portfolio,Wealth Creation,4347024.9,2023-09-18
6064,Tax Saving,Tax Saving,3358998.9,2025-10-22
6064,Tax Saving,Tax Saving,2754713.18,2023-09-18
4103,Long Term Growth,Tax Saving,4250334.78,2022-02-27
4103,Dividend Income,Retirement,1037509.13,2019-02-03
4103,Emergency Fund,Education,3548664.45,2020-07-20
4324,Global Equity,Capital Appreciation,822332.73,2020-05-28
5595,Emergency Fund,Education,3201499.62,2021-09-13
5595,Dividend Income,Retirement,674127.69,2019-04-05
5125,Tax Saving,Capital Appreciation,2492500.74,2024-02-01
5125,Global Equity,Education,3357051.67,2019-08-07
5125,Aggressive Growth,Retirement,1617689.81,2020-11-05
5125,Wealth Creation,Capital Appreciation,2397664.51,2022-10-16
3739,Wealth Creation,Income,2001674.53,2021-12-03
4594,Global Equity,Retirement,3933597.19,2024-08-01
4594,Global Equity,Income,2135642.14,2025-03-31
4594,Education Fund,Income,2673678.46,2024-10-05
6853,Balanced Portfolio,Tax Saving,196155.39,2024-08-19
6853,Wealth Creation,Retirement,790893.81,2024-04-16
6853,Wealth Creation,Capital Appreciation,4270345.91,2020-07-25
5024,Education Fund,Tax Saving,2347188.82,2023-05-09
5024,Retirement Portfolio,Capital Appreciation,1537826.01,2019-12-22
5024,Wealth Creation,Capital Appreciation,2059709.02,2022-12-28
6653,Retirement Portfolio,Tax Saving,3850771.36,2021-09-04
6653,Aggressive Growth,Retirement,2293010.08,2025-10-16
3122,Balanced Portfolio,Tax Saving,97156.61,2023-10-23
3122,Balanced Portfolio,Income,4954186.94,2025-12-27
3122,Global Equity,Capital Appreciation,758986.07,2024-05-03
5622,Dividend Income,Capital Appreciation,3339197.51,2026-02-09
5622,Long Term Growth,Capital Appreciation,1989383.83,2022-04-05
5622,Tax Saving,Income,4358967.98,2018-12-12
5622,Tax Saving,Income,2489109.04,2020-05-06
4028,Tax Saving,Tax Saving,2917016.37,2020-03-23
4028,Retirement Portfolio,Tax Saving,3304619.11,2024-12-21
4028,Wealth Creation,Capital Appreciation,3723357.88,2022-08-31
3365,Wealth Creation,Wealth Creation,772685.05,2021-02-17
3365,Emergency Fund,Retirement,4655962.37,2021-08-13
3365,Balanced Portfolio,Tax Saving,1292475.41,2025-04-11
3365,Aggressive Growth,Income,1683813.65,2019-12-28
6161,Wealth Creation,Retirement,2644679.19,2025-10-26
6161,Tax Saving,Wealth Creation,2343173.23,2021-04-26
6161,Long Term Growth,Education,2743002.92,2021-10-02
6161,Aggressive Growth,Retirement,4923940.8,2019-06-01
3457,Long Term Growth,Capital Appreciation,4414320.13,2019-10-24
3457,Tax Saving,Retirement,1291885.96,2023-11-07
3457,Education Fund,Wealth Creation,456482.72,2025-01-25
6940,Retirement Portfolio,Tax Saving,664168.16,2023-06-29
6940,Tax Saving,Wealth Creation,1471447.13,2020-04-28
4327,Aggressive Growth,Capital Appreciation,2842991.01,2023-10-26
4327,Tax Saving,Tax Saving,1520588.23,2024-04-08
4327,Aggressive Growth,Capital Appreciation,321050.12,2022-04-09
6468,Aggressive Growth,Retirement,228521.81,2026-04-29
6468,Retirement Portfolio,Retirement,2518936.47,2024-12-19
3726,Long Term Growth,Tax Saving,4644626.91,2022-09-10
3726,Emergency Fund,Education,870321.89,2022-01-02
6148,Aggressive Growth,Tax Saving,1532755.78,2024-08-07
6148,Balanced Portfolio,Education,1929730.16,2019-09-04
2909,Global Equity,Retirement,1631653.27,2020-01-31
2909,Emergency Fund,Wealth Creation,4850323.22,2019-08-23
2909,Tax Saving,Education,3539428.84,2024-02-13
3080,Education Fund,Capital Appreciation,4084683.23,2019-06-15
7203,Retirement Portfolio,Retirement,4425892.57,2026-03-06
6024,Emergency Fund,Retirement,2734410.86,2025-12-03
6024,Long Term Growth,Capital Appreciation,3410268.9,2023-08-31
5786,Education Fund,Tax Saving,3793839.66,2020-07-03
5786,Education Fund,Retirement,2101750.8,2021-03-11
5786,Retirement Portfolio,Tax Saving,4380986.14,2022-08-25
5786,Emergency Fund,Retirement,961894.34,2023-06-14
7812,Dividend Income,Capital Appreciation,1375778.92,2018-12-14
7812,Global Equity,Education,4289682.01,2021-01-07
7812,Education Fund,Income,2902775.0,2020-04-17
6114,Wealth Creation,Wealth Creation,3039990.72,2019-05-20
6114,Education Fund,Wealth Creation,4602096.4,2019-11-25
3397,Aggressive Growth,Wealth Creation,3897601.65,2022-10-26
3397,Long Term Growth,Retirement,3827428.72,2023-08-22
3397,Dividend Income,Retirement,2864069.44,2019-07-19
7570,Long Term Growth,Income,344399.93,2018-07-27
7570,Dividend Income,Education,1110630.46,2020-08-22
6720,Global Equity,Tax Saving,126648.5,2019-09-14
6720,Emergency Fund,Wealth Creation,3157580.51,2020-09-05
6720,Dividend Income,Capital Appreciation,431238.81,2020-07-29
6720,Education Fund,Capital Appreciation,2039619.55,2020-04-10
6499,Global Equity,Tax Saving,3632194.58,2022-08-08
6499,Balanced Portfolio,Income,1868309.53,2018-10-07
6499,Aggressive Growth,Retirement,3579363.83,2025-05-26
6499,Aggressive Growth,Retirement,1789337.34,2026-06-09
5732,Education Fund,Income,239716.2,2020-01-25
3316,Emergency Fund,Income,218936.22,2023-01-19
7702,Global Equity,Income,2021587.66,2025-01-01
3519,Emergency Fund,Capital Appreciation,4845182.16,2024-10-17
4401,Emergency Fund,Capital Appreciation,4184694.67,2022-03-16
3829,Dividend Income,Wealth Creation,4779715.31,2026-05-23
3829,Long Term Growth,Capital Appreciation,3023461.39,2021-12-25
4660,Education Fund,Tax Saving,892701.84,2018-10-23
5951,Tax Saving,Wealth Creation,4279944.8,2025-01-09
5951,Aggressive Growth,Tax Saving,2651694.61,2022-01-18
5951,Education Fund,Income,1710805.37,2020-12-05
5951,Long Term Growth,Retirement,2390322.29,2022-08-25
3152,Dividend Income,Wealth Creation,4056136.16,2019-06-17
3152,Retirement Portfolio,Wealth Creation,4312885.27,2018-10-19
3152,Long Term Growth,Education,3172851.63,2020-12-15
3459,Education Fund,Capital Appreciation,2430691.41,2019-02-07
3835,Education Fund,Education,1526029.84,2020-07-19
3835,Wealth Creation,Capital Appreciation,1542089.06,2019-11-04
3835,Balanced Portfolio,Tax Saving,2235619.61,2022-10-04
3835,Balanced Portfolio,Income,3144327.08,2021-03-30
4755,Wealth Creation,Capital Appreciation,4617348.33,2020-12-17
4755,Balanced Portfolio,Income,4219194.12,2018-09-02
4755,Dividend Income,Income,2503906.73,2020-08-02
4755,Long Term Growth,Education,3421615.59,2022-05-14
4424,Wealth Creation,Capital Appreciation,1513479.75,2021-08-08
4424,Global Equity,Income,521799.14,2022-09-07
4424,Global Equity,Wealth Creation,4356696.44,2019-09-02
4424,Aggressive Growth,Tax Saving,2878990.18,2025-02-16
7267,Retirement Portfolio,Income,3994894.97,2022-06-25
7267,Education Fund,Income,3090010.55,2023-01-21
7267,Aggressive Growth,Education,3872544.95,2023-01-16
7267,Wealth Creation,Income,3861815.43,2019-06-01
4848,Wealth Creation,Income,1739991.08,2022-08-20
4848,Balanced Portfolio,Education,2766949.62,2023-12-20
4848,Global Equity,Capital Appreciation,2651743.36,2023-03-26
4802,Balanced Portfolio,Capital Appreciation,4114096.35,2020-04-04
5350,Global Equity,Wealth Creation,2151195.62,2021-09-06
5350,Balanced Portfolio,Wealth Creation,4324466.65,2025-08-31
5350,Education Fund,Wealth Creation,3447458.18,2018-12-06
6630,Wealth Creation,Wealth Creation,4885187.4,2019-05-09
6630,Tax Saving,Capital Appreciation,4990699.22,2023-07-16
6630,Tax Saving,Education,1957085.55,2026-02-18
6630,Tax Saving,Retirement,3332872.21,2020-09-10
7605,Long Term Growth,Capital Appreciation,3382124.15,2018-09-30
7605,Emergency Fund,Tax Saving,271584.41,2025-06-26
5548,Dividend Income,Tax Saving,4135121.97,2024-05-30
5548,Balanced Portfolio,Wealth Creation,2823292.86,2025-07-31
3545,Wealth Creation,Retirement,3555001.31,2021-03-31
3545,Aggressive Growth,Education,1542833.61,2019-11-10
3545,Wealth Creation,Education,2144206.59,2020-06-07
3545,Balanced Portfolio,Capital Appreciation,2992612.28,2020-11-14
5717,Balanced Portfolio,Income,442534.01,2024-06-10
6682,Balanced Portfolio,Capital Appreciation,1221138.82,2023-11-03
6682,Emergency Fund,Wealth Creation,4900514.54,2023-03-28
6682,Dividend Income,Education,3420742.1,2026-01-10
6682,Education Fund,Wealth Creation,4624123.34,2021-09-09
3315,Wealth Creation,Wealth Creation,3316593.49,2025-02-03
3315,Balanced Portfolio,Tax Saving,1533664.76,2020-11-05
3315,Long Term Growth,Capital Appreciation,973421.22,2020-08-13
3220,Aggressive Growth,Capital Appreciation,84083.16,2021-04-28
4277,Global Equity,Retirement,1170234.27,2025-05-15
2929,Dividend Income,Wealth Creation,1151736.23,2024-09-29
2929,Balanced Portfolio,Income,2001972.1,2026-04-06
2929,Long Term Growth,Tax Saving,1278505.9,2025-01-10
7564,Balanced Portfolio,Tax Saving,2826461.33,2019-12-05
4761,Dividend Income,Retirement,1023916.52,2024-08-17
4761,Education Fund,Retirement,4103058.3,2025-10-12
4761,Tax Saving,Retirement,2955525.77,2024-08-19
4761,Education Fund,Education,4931365.59,2025-10-01
5624,Wealth Creation,Capital Appreciation,4168792.23,2025-04-28
5624,Retirement Portfolio,Tax Saving,320462.53,2021-05-09
6054,Aggressive Growth,Tax Saving,3564290.69,2020-07-13
6054,Long Term Growth,Retirement,1580619.66,2024-03-13
6054,Dividend Income,Wealth Creation,2020293.15,2020-12-08
6054,Wealth Creation,Income,3718651.74,2022-10-09
5816,Dividend Income,Education,3705344.38,2021-09-12
5816,Emergency Fund,Capital Appreciation,4321099.49,2026-06-24
5816,Retirement Portfolio,Tax Saving,3267998.64,2019-11-26
4022,Emergency Fund,Education,2623430.06,2020-04-08
4022,Balanced Portfolio,Tax Saving,1498433.92,2019-06-09
4022,Long Term Growth,Education,2298876.22,2026-04-19
4022,Tax Saving,Capital Appreciation,4751160.13,2019-10-11
3687,Dividend Income,Capital Appreciation,813093.83,2020-07-25
3687,Education Fund,Education,354186.68,2020-07-11
3687,Dividend Income,Tax Saving,4153571.9,2020-09-16
3687,Emergency Fund,Wealth Creation,1700146.12,2024-08-09
6799,Wealth Creation,Education,1741039.22,2020-07-16
3388,Long Term Growth,Retirement,1034757.77,2020-05-19
3388,Tax Saving,Tax Saving,4713127.81,2023-12-22
7337,Dividend Income,Wealth Creation,4992468.3,2022-03-20
7337,Retirement Portfolio,Wealth Creation,145782.77,2024-12-09
7337,Long Term Growth,Wealth Creation,2495211.1,2022-08-25
7337,Emergency Fund,Education,1844158.81,2022-05-22
7478,Retirement Portfolio,Income,2276583.3,2026-06-03
7478,Education Fund,Capital Appreciation,420874.85,2019-06-28
7478,Emergency Fund,Wealth Creation,4982848.33,2025-10-26
7478,Dividend Income,Income,3780252.31,2022-12-14
3394,Wealth Creation,Education,4370828.09,2019-07-17
3394,Aggressive Growth,Income,1854149.61,2019-07-23
3394,Education Fund,Wealth Creation,4881889.99,2022-07-07
5907,Retirement Portfolio,Capital Appreciation,2793497.94,2025-06-22
5907,Aggressive Growth,Income,1128031.62,2020-04-13
7288,Global Equity,Income,4796688.19,2025-04-26
3989,Global Equity,Retirement,1194683.24,2025-11-04
3989,Retirement Portfolio,Capital Appreciation,879322.92,2021-05-15
3989,Tax Saving,Retirement,1359237.04,2020-08-25
3989,Long Term Growth,Tax Saving,2239557.17,2020-02-01
3486,Wealth Creation,Education,1842444.6,2019-01-02
4038,Education Fund,Tax Saving,1965551.06,2024-06-28
7470,Retirement Portfolio,Capital Appreciation,4731948.04,2026-05-08
7470,Long Term Growth,Education,4015634.12,2019-05-08
7470,Education Fund,Education,4123972.24,2024-04-27
4289,Long Term Growth,Tax Saving,1230696.86,2023-04-04
4289,Long Term Growth,Wealth Creation,4288629.54,2026-07-09
4289,Emergency Fund,Capital Appreciation,487215.23,2025-05-16
4289,Balanced Portfolio,Education,2820884.63,2021-12-28
5014,Tax Saving,Tax Saving,871401.2,2024-07-22
5014,Aggressive Growth,Wealth Creation,2409441.08,2022-01-17
3541,Wealth Creation,Wealth Creation,187910.36,2021-08-27
4220,Balanced Portfolio,Retirement,3763178.55,2022-02-10
4220,Wealth Creation,Education,2485367.42,2022-06-29
4220,Tax Saving,Income,4863700.18,2022-06-21
4894,Dividend Income,Retirement,2064960.98,2019-01-10
4894,Global Equity,Tax Saving,897805.52,2021-04-22
4894,Long Term Growth,Wealth Creation,582629.23,2023-09-13
3723,Global Equity,Capital Appreciation,566333.89,2020-04-06
3723,Education Fund,Capital Appreciation,401561.22,2023-07-21
5708,Aggressive Growth,Tax Saving,2863625.38,2019-10-05
5708,Aggressive Growth,Wealth Creation,2906094.4,2025-01-28
5708,Balanced Portfolio,Tax Saving,1942093.73,2024-10-18
5708,Long Term Growth,Education,4060779.47,2020-09-22
7743,Tax Saving,Wealth Creation,3158941.42,2026-06-16
