portfolio_id,asset_id,quantity,average_purchase_price,purchase_date
3938,621,160,422.34,2023-05-28
3938,743,275,558.12,2022-12-09
3938,601,366,563.25,2024-10-25
3938,861,442,835.76,2025-07-10
3938,513,443,308.03,2025-09-09
3938,706,487,454.59,2025-02-12
3938,982,187,338.65,2025-01-31
3938,866,237,960.19,2026-01-01
3938,901,61,548.67,2022-10-30
3938,615,17,687.92,2023-10-11
3938,826,199,347.64,2025-12-11
3938,902,47,116.6,2023-01-18
3939,631,483,734.86,2024-08-21
3939,545,328,423.5,2023-06-01
3939,509,453,636.37,2025-10-14
3939,902,22,91.66,2024-07-08
3939,525,363,858.36,2024-08-13
3939,915,73,360.13,2024-07-06
3939,557,11,101.51,2023-02-05
3939,546,476,851.44,2025-02-17
3939,611,201,120.98,2023-01-27
3939,506,467,894.73,2021-12-16
3939,1005,131,649.26,2021-11-18
3939,822,112,717.59,2025-09-06
3939,740,371,861.74,2023-08-23
3939,780,353,520.56,2025-01-24
3940,839,450,204.64,2025-07-28
3940,818,453,675.3,2023-01-12
3940,659,387,674.09,2026-02-10
3940,596,85,845.26,2023-04-07
3940,877,216,305.13,2023-01-08
3941,622,254,89.03,2022-02-14
3941,973,243,438.2,2023-03-03
3941,682,366,718.13,2021-11-04
3941,662,51,831.52,2025-11-25
3941,728,49,774.13,2026-01-28
3941,967,250,968.69,2026-03-15
3942,1002,357,22.86,2025-01-17
3942,680,414,120.52,2024-04-07
3942,692,70,448.93,2025-01-10
3942,521,280,389.32,2024-12-30
3942,507,214,323.81,2026-06-08
3942,660,222,968.27,2021-10-25
3942,602,215,368.88,2026-03-13
3942,673,453,26.38,2023-09-16
3942,821,355,75.89,2023-05-30
3942,533,140,377.58,2023-01-18
3943,581,266,50.28,2026-05-31
3943,546,94,630.48,2024-08-12
3943,660,414,914.36,2023-06-29
3943,652,138,978.98,2024-09-07
3943,845,281,734.52,2022-10-07
3943,535,296,726.57,2023-05-20
3943,568,132,707.22,2023-11-05
3943,533,224,623.81,2024-05-14
3943,556,184,965.47,2023-01-21
3943,961,349,663.6,2024-03-26
3944,942,357,385.63,2023-07-27
3944,557,56,529.25,2023-05-17
3944,573,256,735.3,2025-09-25
3944,604,164,172.51,2026-04-30
3944,692,196,740.87,2025-05-04
3944,929,280,790.51,2021-10-18
3944,686,221,275.76,2023-07-05
3944,909,445,150.19,2025-03-25
3944,934,122,759.77,2025-10-02
3945,820,275,891.25,2025-08-15
3945,934,335,678.88,2023-04-18
3945,740,73,245.12,2026-04-27
3945,655,424,56.54,2021-09-02
3945,574,11,561.17,2025-12-16
3945,578,291,176.03,2022-12-15
3945,541,214,479.55,2026-05-04
3945,681,337,255.18,2023-03-02
3945,919,462,817.19,2024-11-10
3945,930,40,508.35,2024-10-21
3946,580,369,508.98,2024-11-03
3946,781,237,972.34,2025-10-19
3946,601,381,458.95,2024-09-19
3946,850,308,942.36,2026-04-14
3946,574,270,678.16,2025-10-14
3946,729,185,30.63,2022-09-28
3946,891,130,874.11,2024-10-08
3946,935,261,876.86,2022-02-26
3946,823,443,244.54,2021-11-15
3946,926,346,675.8,2022-03-28
3946,951,242,418.79,2023-04-25
3946,957,13,330.45,2021-11-15
3946,809,130,188.92,2026-01-15
3946,548,158,655.44,2023-12-12
3946,905,260,63.76,2022-08-24
3947,904,404,667.28,2023-02-11
3947,994,65,345.43,2024-05-12
3947,903,299,630.83,2022-06-22
3947,720,277,766.78,2023-07-07
3947,675,69,663.48,2025-05-16
3947,855,59,511.82,2026-01-27
3947,652,245,989.71,2025-12-11
3947,687,98,372.63,2022-09-22
3947,680,428,774.46,2024-11-30
3947,822,107,723.93,2026-02-18
3947,991,97,713.94,2024-06-23
3947,620,43,775.24,2024-04-28
3947,813,117,44.81,2025-07-21
3947,818,211,163.58,2024-10-28
3948,838,393,754.7,2023-02-26
3948,517,458,26.68,2024-02-15
3948,986,75,333.87,2022-06-19
3948,545,374,570.56,2025-05-01
3948,609,393,220.42,2024-07-28
3948,932,356,175.04,2024-11-12
3948,881,436,274.57,2023-04-06
3948,891,394,36.19,2024-12-26
3948,742,477,491.45,2023-09-13
3949,742,303,781.94,2025-04-30
3949,597,166,388.85,2021-10-20
3949,695,267,281.94,2021-08-25
3949,778,489,461.71,2024-05-06
3949,639,435,331.63,2024-03-30
3949,723,67,995.27,2021-10-17
3949,666,183,658.15,2025-05-10
3950,649,160,355.72,2025-03-10
3950,826,47,825.91,2023-10-05
3950,861,212,194.52,2023-09-18
3950,598,434,310.18,2024-06-08
3950,1000,391,346.21,2025-12-21
3951,575,446,900.32,2026-02-19
3951,548,114,755.4,2024-02-22
3951,926,425,258.08,2022-07-15
3951,655,416,903.24,2022-04-07
3951,657,153,338.01,2024-02-17
3951,647,368,429.45,2026-02-05
3951,788,163,139.09,2024-11-13
3951,696,35,447.3,2022-12-11
3952,732,56,878.96,2024-05-05
3952,987,221,601.11,2023-05-28
3952,715,476,451.84,2021-11-16
3952,994,248,512.7,2025-11-21
3952,706,296,434.39,2024-06-05
3952,760,143,135.74,2025-03-11
3952,872,294,527.99,2025-11-20
3952,1005,153,745.08,2024-10-08
3952,849,221,423.8,2022-08-28
3952,737,193,300.72,2025-07-22
3952,630,335,394.36,2023-05-03
3952,667,385,495.55,2023-01-16
3952,591,414,981.09,2024-08-04
3953,708,239,477.11,2023-04-08
3953,615,296,29.49,2022-04-25
3953,624,353,761.91,2026-05-14
3953,666,193,390.3,2023-03-09
3953,632,92,855.97,2025-12-17
3953,574,59,35.91,2023-07-31
3953,600,302,524.34,2025-03-12
3953,948,216,368.47,2024-10-15
3953,821,446,302.37,2023-07-05
3953,706,398,972.99,2024-08-30
3953,751,319,585.4,2024-09-11
3953,583,60,220.23,2024-05-17
3954,811,158,452.46,2024-08-07
3954,647,279,912.75,2025-08-21
3954,687,235,660.32,2026-04-30
3954,900,453,458.82,2022-04-21
3954,611,284,655.71,2026-05-30
3954,928,234,229.0,2026-06-01
3954,681,69,346.37,2022-03-02
3954,891,379,709.01,2023-05-12
3954,783,136,498.91,2025-08-21
3954,689,467,217.42,2024-08-25
3954,587,379,334.27,2023-08-30
3954,800,412,113.36,2026-05-16
3954,861,288,701.88,2023-06-22
3954,592,47,320.0,2024-11-17
3954,826,364,772.63,2022-08-24
3955,941,397,235.24,2023-07-09
3955,674,437,120.36,2023-12-15
3955,706,455,730.99,2021-11-24
3955,878,169,501.05,2021-11-25
3955,755,409,881.93,2025-06-29
3955,850,199,110.07,2023-06-23
3955,804,478,888.92,2026-04-22
3955,571,313,481.17,2026-03-24
3955,863,87,997.02,2025-10-06
3955,874,117,237.51,2026-02-21
3955,770,192,631.3,2024-12-01
3956,780,352,492.22,2024-07-18
3956,708,54,527.55,2022-08-24
3956,975,121,203.52,2021-10-04
3956,921,457,845.2,2024-01-11
3956,925,312,614.4,2021-11-12
3956,906,309,674.89,2023-11-13
3956,844,438,669.51,2025-01-05
3957,686,299,920.16,2023-10-01
3957,798,343,207.2,2026-04-22
3957,623,345,263.31,2024-02-16
3957,718,108,778.39,2025-05-15
3957,655,359,752.73,2021-08-07
3957,945,44,586.72,2022-08-20
3957,645,452,512.09,2022-01-30
3957,545,144,76.74,2022-08-18
3958,800,93,74.2,2023-06-02
3958,776,104,944.97,2023-01-02
3958,715,488,573.86,2022-04-07
3958,654,126,191.24,2025-04-12
3958,980,240,623.46,2026-04-22
3958,823,193,618.4,2026-04-15
3958,624,317,799.4,2025-01-13
3959,799,154,214.77,2022-04-14
3959,571,443,279.23,2022-11-26
3959,887,254,249.21,2023-02-16
3959,825,65,381.93,2023-07-06
3959,646,214,649.4,2025-11-03
3959,762,465,624.11,2023-07-25
3959,719,375,992.4,2026-03-16
3959,642,54,269.23,2021-08-09
3959,570,108,463.36,2025-02-11
3959,883,102,329.02,2026-02-24
3959,987,259,312.85,2023-06-03
3959,894,239,734.85,2023-01-03
3959,725,458,103.19,2021-11-26
3960,856,293,945.9,2025-09-07
3960,610,296,319.14,2025-08-08
3960,987,441,655.4,2025-11-08
3960,638,188,545.06,2023-07-04
3960,909,50,707.23,2025-04-29
3960,777,81,317.14,2024-01-05
3960,862,361,122.29,2025-09-17
3960,920,392,492.93,2024-09-30
3960,1004,124,383.45,2022-12-22
3960,720,107,44.55,2024-08-17
3960,709,476,517.77,2024-04-20
3960,578,140,331.63,2023-10-12
3960,991,181,173.54,2021-11-15
3960,912,207,70.9,2021-09-23
3960,523,474,602.89,2022-04-11
3961,923,185,703.53,2023-05-03
3961,765,27,876.94,2023-07-07
3961,655,180,801.49,2021-09-24
3961,699,243,224.26,2024-12-14
3961,688,179,474.64,2021-09-27
3961,715,329,875.14,2024-04-14
3961,955,47,550.66,2024-03-02
3961,817,70,548.1,2022-03-18
3962,855,196,979.79,2023-12-25
3962,776,365,410.67,2024-04-28
3962,737,497,660.93,2022-10-07
3962,517,39,963.49,2025-03-01
3962,1000,401,631.5,2025-04-12
3962,513,10,176.99,2025-01-12
3962,520,92,830.97,2023-06-01
3962,587,371,514.78,2025-09-26
3962,581,59,747.8,2021-09-12
3962,726,38,843.75,2025-09-17
3962,825,168,486.37,2023-09-19
3963,854,192,516.19,2024-09-23
3963,855,396,616.88,2024-04-06
3963,567,115,275.78,2024-03-01
3963,614,24,772.78,2025-07-17
3963,695,396,441.63,2026-01-28
3963,694,335,70.57,2021-10-23
3963,901,380,746.8,2023-12-03
3963,703,191,237.5,2023-12-16
3963,724,342,313.7,2022-07-03
3963,878,151,953.89,2021-07-23
3963,557,477,198.71,2022-09-02
3963,852,448,274.3,2022-03-24
3963,867,64,790.56,2021-07-24
3963,669,251,272.46,2025-04-12
3963,746,151,85.94,2024-09-29
3964,695,371,551.45,2022-09-14
3964,977,135,424.11,2023-10-11
3964,976,22,773.27,2022-06-06
3964,910,450,130.0,2026-05-03
3964,741,371,270.6,2024-01-17
3964,952,199,851.56,2022-10-13
3964,568,111,366.61,2025-06-03
3964,913,400,779.81,2021-10-05
3964,709,296,780.53,2023-10-10
3964,537,264,496.18,2024-01-12
3964,618,345,171.02,2024-04-19
3964,793,461,463.2,2023-01-17
3964,536,90,971.26,2021-10-27
3964,847,246,884.23,2023-06-10
3964,891,10,388.11,2023-03-27
3965,577,141,713.47,2023-02-06
3965,992,493,630.15,2024-04-06
3965,874,65,632.89,2022-09-11
3965,987,238,950.73,2021-07-14
3965,513,335,165.11,2022-02-01
3965,717,364,312.88,2026-06-10
3965,702,264,866.1,2024-04-09
3966,905,246,624.08,2023-05-17
3966,961,159,825.43,2025-05-28
3966,649,294,681.55,2022-04-22
3966,957,489,897.83,2026-02-09
3966,951,368,37.65,2025-02-06
3966,877,413,168.92,2022-05-04
3966,984,171,477.58,2025-09-03
3967,994,404,642.5,2026-07-01
3967,553,452,785.82,2022-05-18
3967,891,478,896.7,2024-01-07
3967,615,256,441.5,2025-03-19
3967,784,329,267.34,2026-02-21
3967,977,181,731.07,2022-03-22
3967,826,184,668.92,2025-07-09
3967,738,277,956.8,2022-10-30
3967,899,149,915.95,2021-09-04
3967,923,101,877.77,2024-07-26
3967,943,267,665.3,2021-10-31
3967,644,410,580.06,2023-10-26
3967,540,125,25.28,2023-10-07
3968,908,237,308.84,2026-04-07
3968,935,496,104.47,2023-12-13
3968,949,99,394.89,2025-05-24
3968,769,49,986.92,2024-09-22
3968,571,313,844.46,2021-10-22
3968,787,15,577.54,2023-08-16
3968,979,495,122.08,2022-03-15
3968,914,374,314.21,2025-09-09
3968,953,15,739.32,2022-07-28
3968,677,29,343.88,2025-03-03
3969,947,132,240.8,2023-02-24
3969,645,500,584.72,2023-03-28
3969,988,21,206.57,2023-07-27
3969,529,344,315.68,2021-10-10
3969,870,316,931.95,2024-07-02
3969,983,196,124.09,2022-04-29
3969,598,369,521.57,2022-11-28
3969,687,303,469.36,2026-01-01
3969,788,366,895.08,2026-03-03
3969,909,311,665.66,2026-01-02
3969,643,436,426.27,2021-09-20
3969,912,480,598.3,2025-12-18
3970,907,497,514.41,2025-01-13
3970,695,307,544.21,2021-08-27
3970,947,492,224.46,2026-03-29
3970,705,452,639.09,2024-05-10
3970,989,383,78.05,2022-11-06
3971,651,415,40.26,2022-12-30
3971,871,468,259.62,2022-10-23
3971,1002,486,658.72,2024-04-12
3971,692,389,514.41,2023-03-02
3971,913,16,895.93,2025-04-20
3971,792,288,594.48,2026-01-04
3971,659,470,743.11,2025-05-26
3971,726,256,818.08,2024-01-26
3971,595,257,345.32,2025-06-21
3971,836,196,994.08,2023-06-17
3971,959,235,830.48,2023-09-15
3972,551,458,660.69,2026-05-20
3972,521,14,584.24,2026-02-25
3972,528,57,690.74,2026-02-12
3972,599,238,450.08,2023-11-14
3972,592,340,894.11,2025-07-18
3972,535,305,722.7,2024-07-06
3972,636,373,641.47,2026-03-05
3972,716,374,259.68,2023-04-28
3973,812,302,541.15,2023-06-10
3973,772,236,409.88,2022-10-12
3973,816,144,932.6,2023-09-23
3973,555,308,420.24,2023-05-09
3973,646,51,238.82,2023-02-22
3973,609,29,290.57,2026-01-22
3973,947,75,873.43,2024-12-06
3973,725,397,556.8,2022-05-18
3973,977,296,646.59,2022-08-26
3974,947,478,102.27,2022-04-26
3974,929,153,173.25,2024-01-15
3974,925,258,953.46,2026-05-08
3974,931,342,384.33,2021-09-26
3974,652,361,155.6,2024-03-09
3974,787,60,362.95,2026-03-12
3974,733,126,26.34,2023-04-28
3974,901,454,557.82,2021-08-14
3974,874,372,205.54,2026-05-09
3975,554,126,48.43,2023-04-07
3975,1004,96,421.11,2022-11-17
3975,917,183,517.74,2025-12-26
3975,675,94,705.94,2022-09-02
3975,881,176,883.62,2026-03-03
3975,893,36,654.63,2024-04-10
3975,988,102,342.67,2024-10-24
3975,923,101,853.22,2022-04-12
3975,743,302,352.62,2023-05-10
3975,715,340,591.77,2022-08-02
3976,898,170,435.25,2024-12-10
3976,544,23,216.7,2025-04-16
3976,628,345,893.13,2024-05-20
3976,775,296,467.26,2024-06-23
3976,595,70,148.5,2021-07-31
3976,591,101,633.85,2022-10-07
3976,698,163,583.59,2026-06-29
3976,846,214,564.51,2023-03-05
3976,615,279,299.16,2025-07-04
3976,951,205,210.08,2022-12-24
3976,581,346,604.43,2022-04-26
3976,770,172,816.18,2025-09-19
3976,911,95,947.42,2026-02-24
3976,753,407,494.46,2022-11-30
3977,703,40,284.43,2022-03-13
3977,612,182,791.57,2022-04-10
3977,678,103,304.75,2024-01-13
3977,867,38,622.11,2024-03-20
3977,923,311,816.78,2025-01-30
3977,712,98,787.5,2025-01-05
3978,744,158,855.93,2024-06-30
3978,539,342,425.38,2025-07-05
3978,571,152,435.38,2022-12-09
3978,787,216,181.34,2026-05-07
3978,753,427,539.19,2025-06-29
3978,996,23,232.64,2025-08-10
3978,847,331,434.5,2025-07-30
3979,505,184,330.89,2022-01-20
3979,550,399,251.41,2023-09-05
3979,851,116,402.24,2025-03-20
3979,712,126,178.5,2022-06-22
3979,529,301,98.93,2022-06-04
3979,864,404,70.83,2023-08-20
3979,617,443,552.92,2022-09-09
3979,955,198,760.67,2026-04-27
3980,888,371,972.89,2023-07-08
3980,803,154,552.84,2023-02-10
3980,729,71,818.01,2026-04-19
3980,788,176,776.49,2024-01-18
3980,614,149,904.51,2024-02-20
3981,605,204,690.0,2023-07-21
3981,775,320,967.66,2024-10-13
3981,875,237,929.58,2025-06-16
3981,703,288,89.95,2022-01-07
3981,966,279,716.06,2021-11-02
3981,652,277,725.76,2023-09-04
3982,969,276,440.08,2023-08-12
3982,958,160,442.72,2022-10-26
3982,870,12,206.9,2022-05-12
3982,813,70,349.96,2022-01-03
3982,565,217,702.2,2023-06-29
3982,933,419,737.0,2021-08-23
3982,838,451,642.02,2022-05-06
3982,751,31,728.27,2022-07-30
3982,829,54,70.41,2024-01-18
3982,629,430,274.65,2025-10-18
3982,811,379,785.11,2021-12-26
3982,995,401,341.65,2025-02-13
3982,825,83,465.06,2022-02-02
3982,575,176,525.05,2025-02-09
3982,886,456,750.14,2024-12-22
3983,731,136,705.53,2023-03-07
3983,853,98,816.83,2026-06-29
3983,751,110,546.98,2021-12-10
3983,548,460,519.64,2024-04-18
3983,979,230,104.69,2023-09-23
3983,672,48,252.33,2023-04-06
3983,527,176,442.44,2023-01-14
3983,834,209,184.62,2021-11-03
3983,572,392,903.14,2021-08-30
3983,917,360,970.21,2023-08-22
3983,671,319,826.9,2021-10-23
3983,726,71,663.4,2022-09-21
3984,768,78,348.62,2023-12-06
3984,906,116,634.08,2022-04-14
3984,950,381,201.93,2022-08-20
3984,778,218,207.2,2024-03-21
3984,576,431,480.19,2021-07-12
3984,777,450,826.29,2023-06-05
3984,812,429,45.97,2022-03-02
3984,862,37,757.34,2022-12-14
3984,687,83,354.27,2023-05-10
3984,907,88,772.91,2022-11-04
3984,918,91,767.37,2024-05-18
3984,681,271,832.57,2024-05-04
3984,882,245,332.95,2024-09-12
3984,635,97,596.47,2024-06-17
3984,979,311,789.4,2023-07-04
3985,984,447,319.74,2024-09-02
3985,728,159,741.1,2022-04-03
3985,955,32,744.29,2022-01-06
3985,806,447,290.11,2024-12-02
3985,646,307,46.54,2023-12-23
3985,585,69,242.93,2025-07-28
3985,931,70,375.69,2024-07-27
3985,865,318,113.95,2022-07-06
3985,847,239,102.99,2023-04-29
3985,803,291,679.28,2025-11-17
3985,995,498,869.16,2024-12-29
3985,928,441,20.49,2024-01-19
3985,863,60,895.55,2023-01-01
3986,710,138,192.6,2021-11-01
3986,655,448,676.16,2022-08-23
3986,515,280,992.83,2022-01-16
3986,770,75,651.53,2021-11-25
3986,729,125,948.61,2025-12-13
3986,883,138,533.82,2024-04-14
3986,821,201,778.93,2026-01-05
3987,877,62,145.56,2022-07-18
3987,555,400,566.99,2024-03-16
3987,539,406,593.34,2024-01-11
3987,518,491,648.23,2024-01-07
3987,557,294,379.09,2022-03-28
3987,805,339,637.51,2025-07-18
3987,863,261,101.31,2025-08-29
3988,834,420,343.6,2023-12-01
3988,544,79,458.29,2026-02-09
3988,754,491,208.99,2021-12-11
3988,842,190,854.65,2023-12-28
3988,661,171,772.56,2025-08-12
3988,945,335,850.58,2022-08-13
3988,527,325,218.61,2025-05-28
3988,652,397,952.92,2021-11-18
3989,701,310,512.65,2023-03-01
3989,932,43,247.35,2021-10-10
3989,848,127,571.9,2025-01-17
3989,604,298,115.47,2025-06-28
3989,609,262,603.83,2023-05-11
3989,998,265,175.9,2021-10-12
3989,874,314,85.37,2022-10-26
3989,748,118,192.78,2023-07-27
3989,664,270,144.88,2023-12-06
3989,783,433,938.49,2024-03-15
3989,762,71,666.01,2024-12-07
3990,789,135,506.02,2023-07-22
3990,780,285,795.49,2025-06-10
3990,954,132,901.8,2022-12-14
3990,621,155,73.8,2024-09-16
3990,876,356,718.21,2023-09-25
3991,858,73,525.22,2022-08-22
3991,958,453,329.11,2025-05-24
3991,611,401,606.32,2021-08-03
3991,847,230,779.77,2025-11-05
3991,584,386,748.35,2021-09-22
3991,690,106,52.98,2022-08-03
3991,919,128,697.56,2024-05-06
3991,596,91,228.21,2025-09-14
3991,612,99,353.84,2026-06-18
3991,680,183,624.52,2022-11-10
3991,986,183,749.72,2024-02-22
3991,563,151,48.66,2025-11-06
3991,663,360,22.69,2021-12-08
3992,597,264,109.04,2025-04-13
3992,513,194,751.82,2022-06-06
3992,745,459,923.54,2022-08-07
3992,605,238,707.94,2021-08-28
3992,826,353,53.59,2025-01-14
3992,964,369,864.31,2026-04-09
3992,564,103,64.67,2021-10-03
3993,996,466,297.66,2023-05-18
3993,582,331,848.91,2025-05-15
3993,608,110,144.32,2022-08-02
3993,847,99,195.88,2025-06-26
3993,603,89,69.79,2024-09-07
3993,840,196,161.08,2023-05-20
3993,614,176,367.04,2026-07-08
3993,949,136,744.47,2022-11-11
3993,619,82,198.93,2022-04-10
3993,831,64,607.74,2025-03-16
3993,807,334,156.8,2023-03-23
3993,745,164,990.03,2025-04-16
3993,891,256,933.86,2024-09-30
3994,1005,54,358.67,2023-11-07
3994,842,489,65.91,2022-11-15
3994,653,20,146.4,2022-01-24
3994,977,434,60.28,2025-04-13
3994,919,147,579.08,2024-03-19
3994,752,291,414.93,2026-05-29
3994,663,268,425.91,2023-01-21
3994,674,402,995.95,2023-12-13
3994,823,81,798.1,2021-08-02
3994,878,62,258.31,2023-09-22
3994,769,195,340.9,2024-01-26
3994,517,257,740.2,2023-01-03
3994,713,44,111.44,2025-08-21
3994,574,110,679.95,2023-09-05
3995,914,240,565.31,2023-09-04
3995,792,325,960.26,2025-10-02
3995,641,259,351.84,2023-12-29
3995,598,30,845.38,2024-04-01
3995,556,61,388.53,2022-11-09
3995,653,36,692.82,2024-08-26
3995,744,281,885.87,2025-09-23
3995,824,181,741.22,2025-08-19
3995,669,422,254.9,2023-09-03
3995,619,488,531.13,2024-01-11
3995,587,340,711.35,2022-10-22
3995,709,374,510.64,2025-09-05
3995,666,473,325.88,2023-10-02
3996,560,328,128.71,2026-01-07
3996,877,221,38.48,2023-09-13
3996,1000,425,148.56,2024-06-14
3996,664,261,849.49,2021-12-30
3996,558,171,992.82,2022-02-09
3996,777,95,118.4,2021-12-19
3997,726,314,587.01,2022-06-28
3997,787,411,447.53,2024-01-14
3997,586,211,876.81,2024-05-29
3997,606,349,517.08,2022-05-07
3997,955,186,831.76,2024-08-29
3997,846,62,146.47,2024-02-25
3997,835,239,575.51,2023-01-25
3997,683,176,529.78,2025-11-11
3997,919,418,395.14,2025-08-11
3997,721,480,283.79,2025-09-08
3997,604,157,668.58,2021-10-11
3997,907,419,256.91,2025-12-13
3997,543,372,96.07,2023-10-26
3997,734,446,323.1,2021-10-01
3997,539,231,937.06,2025-01-04
3998,926,424,496.04,2023-01-26
3998,780,303,834.25,2025-05-17
3998,800,406,38.02,2025-06-21
3998,995,309,584.63,2022-02-28
3998,679,94,200.31,2025-07-25
3998,681,270,222.46,2026-01-11
3998,675,393,310.68,2022-12-01
3999,837,453,188.77,2025-09-15
3999,730,285,63.73,2025-04-28
3999,768,224,673.47,2024-12-24
3999,823,171,540.45,2024-12-06
3999,953,236,176.23,2021-12-18
3999,747,74,595.1,2022-05-20
3999,552,240,301.85,2025-01-20
3999,808,179,482.46,2023-07-07
3999,974,64,776.51,2025-02-04
3999,772,187,407.68,2023-03-09
3999,827,414,385.77,2023-09-09
3999,560,59,740.32,2022-05-27
4000,1003,196,652.56,2025-08-08
4000,953,76,368.29,2025-12-31
4000,877,184,333.81,2023-02-17
4000,697,188,441.45,2023-09-18
4000,813,337,929.85,2021-09-30
4000,658,391,443.52,2022-05-13
4000,751,49,509.78,2022-07-29
4000,753,345,249.17,2024-02-14
4000,572,113,651.93,2022-11-13
4000,518,240,178.73,2023-04-06
4000,719,404,134.93,2025-10-31
4000,649,25,388.25,2026-02-26
4000,534,192,115.06,2024-06-07
4000,837,115,657.51,2023-03-21
4000,767,243,527.93,2021-07-24
4001,943,475,281.76,2024-12-05
4001,833,319,890.84,2025-09-25
4001,1002,404,98.21,2023-12-16
4001,793,177,980.3,2025-01-08
4001,580,275,663.27,2022-02-18
4001,977,466,808.61,2022-11-25
4001,707,219,980.23,2023-05-14
4001,928,314,588.29,2024-04-24
4001,760,318,613.97,2024-08-04
4001,810,488,204.89,2023-03-18
4001,649,239,251.19,2021-10-19
4001,979,47,865.85,2025-03-01
4001,744,410,768.62,2025-04-04
4001,873,473,525.57,2023-06-28
4002,626,324,210.64,2023-11-07
4002,905,491,641.18,2023-04-16
4002,756,201,360.71,2022-12-03
4002,731,441,48.92,2023-11-30
4002,914,352,672.03,2023-09-09
4003,797,165,548.99,2025-11-18
4003,523,241,957.76,2023-09-16
4003,770,133,944.81,2021-09-19
4003,581,374,796.57,2024-11-13
4003,730,482,765.29,2025-05-11
4003,558,117,184.78,2023-04-23
4003,954,400,246.48,2022-09-25
4003,532,105,681.06,2025-02-06
4003,771,18,842.9,2024-01-02
4003,611,188,511.93,2022-03-03
4003,782,44,593.95,2023-03-24
4004,836,53,23.37,2022-05-18
4004,617,53,520.66,2023-06-14
4004,693,52,791.19,2024-01-31
4004,997,63,549.94,2023-09-23
4004,724,471,981.97,2022-08-22
4004,593,183,547.07,2026-05-25
4004,947,340,741.79,2026-05-09
4004,767,417,972.06,2023-01-21
4004,861,24,402.42,2024-05-16
4004,601,95,622.42,2024-06-22
4005,781,456,889.31,2024-03-16
4005,778,312,584.73,2026-05-27
4005,599,217,162.16,2022-11-12
4005,658,457,240.48,2023-01-26
4005,866,372,679.82,2023-07-01
4006,804,265,112.83,2022-04-18
4006,794,373,534.53,2024-10-12
4006,865,191,436.6,2021-12-08
4006,741,88,684.98,2022-07-02
4006,614,417,819.22,2024-03-26
4006,989,335,731.44,2023-02-11
4006,727,102,442.98,2023-03-19
4007,752,387,644.56,2023-04-21
4007,625,359,760.0,2022-09-19
4007,970,37,877.78,2023-03-20
4007,930,258,893.66,2024-05-08
4007,708,281,393.11,2023-06-25
4007,767,193,928.8,2026-05-10
4007,736,325,690.82,2026-06-03
4007,812,289,846.23,2023-06-15
4008,699,234,355.42,2024-11-03
4008,657,196,284.71,2023-02-17
4008,865,242,815.34,2026-02-15
4008,989,435,107.78,2024-03-28
4008,868,463,96.0,2023-02-20
4008,695,13,785.55,2024-06-03
4008,765,355,526.87,2024-03-19
4008,692,132,962.01,2022-12-24
4008,719,412,443.21,2024-11-11
4008,858,65,813.35,2023-01-13
4008,934,54,735.4,2026-02-21
4008,821,165,827.03,2024-02-01
4009,543,268,975.74,2023-11-24
4009,811,320,235.54,2025-12-15
4009,586,222,621.89,2024-02-10
4009,529,302,920.87,2025-10-01
4009,567,348,453.16,2022-10-20
4009,525,384,740.19,2025-08-11
4009,546,335,787.8,2021-11-17
4009,698,263,331.67,2022-06-26
4009,531,294,916.47,2022-12-22
4010,782,162,842.7,2026-04-09
4010,800,132,527.03,2025-02-05
4010,735,366,381.18,2021-09-23
4010,803,198,213.93,2022-11-06
4010,645,322,805.63,2024-07-26
4010,835,214,486.98,2024-05-31
4011,903,243,813.0,2022-01-25
4011,850,478,57.9,2023-11-10
4011,933,356,997.57,2022-03-21
4011,815,340,937.74,2026-01-16
4011,990,51,160.03,2022-08-07
4011,894,268,64.34,2024-01-08
4011,833,331,874.55,2023-04-18
4011,978,418,862.97,2023-02-22
4011,888,411,595.91,2022-01-24
4011,525,112,905.5,2021-11-20
4012,749,111,106.93,2025-08-18
4012,639,165,676.89,2025-07-01
4012,737,465,340.53,2022-07-20
4012,505,406,51.86,2023-12-04
4012,625,271,354.74,2026-01-25
4012,897,313,153.71,2023-01-05
4012,583,40,333.25,2025-04-09
4012,658,237,955.28,2024-06-25
4012,512,406,193.75,2022-10-06
4012,703,20,183.01,2024-06-04
4012,810,156,255.59,2024-03-28
4013,982,466,541.75,2022-04-19
4013,591,164,139.36,2025-12-03
4013,620,410,221.32,2024-02-01
4013,964,334,935.81,2023-02-27
4013,597,273,479.98,2022-06-20
4013,983,414,317.85,2023-11-29
4013,823,11,701.29,2024-12-21
4013,938,400,898.06,2024-06-09
4013,742,326,64.7,2021-08-17
4013,958,363,457.32,2023-08-10
4013,579,486,551.05,2022-10-21
4013,686,413,555.68,2025-02-12
4014,534,274,453.02,2025-05-28
4014,659,384,721.48,2025-04-10
4014,805,333,815.23,2024-02-09
4014,825,407,64.1,2025-10-11
4014,786,360,441.4,2025-10-21
4014,861,218,883.79,2023-04-18
4014,753,458,644.78,2022-03-29
4014,740,335,827.16,2023-07-27
4014,705,326,610.67,2022-07-20
4014,507,446,64.26,2024-04-22
4014,789,470,23.44,2024-06-10
4015,734,435,383.82,2025-03-24
4015,728,401,203.88,2026-04-13
4015,787,65,551.61,2023-07-29
4015,825,349,885.25,2024-04-19
4015,773,259,37.43,2025-12-16
